sex,age,age_cat,race,decile_score,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Female,37,25 - 45,Other,1,0,-1,2013-12-08 1:55,2013-12-09 2:00,M,0,1,Low,0
Female,40,25 - 45,Other,2,3,-1,2013-10-22 9:03,2013-10-23 9:05,F,0,2,Low,0
Male,36,25 - 45,Caucasian,7,8,150,2014-08-08 4:01,2014-08-30 8:45,F,1,7,Medium,1
Male,30,25 - 45,Caucasian,2,4,-140,2013-09-25 2:54,2013-11-26 12:02,F,0,2,Low,0
Male,22,Less than 25,African-American,9,3,161,2014-08-26 9:15,2014-08-27 4:21,M,1,9,High,1
Female,24,Less than 25,Caucasian,7,1,-32,2013-08-29 2:32,2013-09-27 6:25,M,1,7,Medium,1
Male,27,25 - 45,African-American,2,3,-44,2014-05-26 12:17,2014-06-02 6:46,M,1,2,Low,1
Female,31,25 - 45,Hispanic,2,0,-1,2013-03-08 9:57,2013-03-09 7:56,M,0,2,Low,0
Male,23,Less than 25,Hispanic,6,1,-1,2013-01-30 1:13,2013-01-31 7:24,F,1,6,Medium,1
Female,23,Less than 25,Caucasian,5,5,-1,2014-03-11 7:31,2014-03-12 1:39,F,1,5,Medium,1
Male,24,Less than 25,Hispanic,8,0,-3,2013-02-01 9:51,2013-02-02 1:42,M,0,8,High,0
Male,29,25 - 45,African-American,3,1,-1,2014-03-31 2:14,2014-04-01 1:22,M,0,3,Low,0
Male,20,Less than 25,African-American,8,1,-1,2013-11-17 4:24,2013-11-18 7:25,F,1,8,High,1
Male,30,25 - 45,African-American,6,2,-1,2013-02-13 11:48,2013-02-15 5:23,F,1,6,Medium,1
Male,39,25 - 45,Other,1,0,-1,2013-03-11 10:17,2013-03-12 7:59,F,0,1,Low,0
Male,27,25 - 45,African-American,4,4,-1,2013-08-06 9:00,2013-08-07 8:23,F,0,4,Low,0
Male,31,25 - 45,Caucasian,4,2,812,2015-10-06 11:57,2015-10-17 7:38,M,1,4,Low,0
Female,37,25 - 45,African-American,1,2,0,2013-12-03 12:48,2013-12-04 7:43,F,0,1,Low,0
Male,20,Less than 25,African-American,8,0,-1,2014-02-18 9:37,2014-02-21 4:07,F,0,8,High,0
Male,22,Less than 25,Hispanic,7,0,0,2013-04-20 2:16,2013-04-22 3:48,F,0,7,Medium,0
Female,52,Greater than 45,African-American,1,0,-1,2013-08-01 10:03,2013-08-02 2:00,F,0,1,Low,0
Female,23,Less than 25,African-American,4,0,-1,2014-08-01 9:19,2014-08-05 4:16,F,1,4,Low,1
Female,48,Greater than 45,African-American,2,0,-1,2013-11-12 10:24,2013-11-14 6:47,F,0,2,Low,0
Male,66,Greater than 45,African-American,6,8,,,,F,1,6,Medium,1
Male,25,25 - 45,Caucasian,5,0,0,2013-04-20 2:39,2013-04-20 7:15,F,0,5,Medium,0
Male,27,25 - 45,Caucasian,6,0,-1,2013-04-07 11:02,2013-04-09 4:14,F,1,6,Medium,1
Male,30,25 - 45,African-American,7,11,0,2014-10-02 3:21,2014-10-03 3:32,F,1,7,Medium,1
Male,22,Less than 25,African-American,10,3,-1,2013-01-10 3:17,2013-01-11 11:36,M,1,10,High,1
Female,22,Less than 25,Caucasian,3,1,-1,2013-12-30 10:48,2013-12-31 9:49,F,0,3,Low,0
Male,35,25 - 45,African-American,10,2,,,,F,0,10,High,0
Male,32,25 - 45,Caucasian,4,2,-232,2013-01-17 9:43,2013-02-26 11:12,F,0,4,Low,0
Female,41,25 - 45,African-American,3,2,-1,2013-08-04 7:42,2013-08-05 6:31,M,0,3,Low,0
Female,25,25 - 45,Other,2,0,-1,2014-01-28 10:39,2014-01-29 8:33,F,0,2,Low,0
Male,44,25 - 45,African-American,7,24,53,2013-06-03 12:59,2013-09-29 5:18,M,0,7,Medium,0
Male,52,Greater than 45,African-American,6,3,0,2013-12-10 12:12,2014-01-04 10:22,F,1,6,Medium,1
Male,43,25 - 45,African-American,1,0,-1,2013-04-04 7:55,2013-05-15 8:09,F,0,1,Low,0
Male,37,25 - 45,Caucasian,1,3,-4,2014-03-01 11:39,2014-03-04 9:02,F,0,1,Low,0
Male,28,25 - 45,African-American,4,3,299,2015-04-15 9:07,2015-04-18 2:29,M,1,4,Low,1
Male,70,Greater than 45,Caucasian,1,1,-13,2013-04-05 11:19,2013-04-18 10:45,M,0,1,Low,0
Male,54,Greater than 45,Caucasian,2,6,-266,2013-10-08 3:55,2013-10-09 2:37,F,1,2,Low,1
Male,46,Greater than 45,Caucasian,4,3,-1,2013-04-30 4:31,2013-05-14 9:41,F,0,4,Low,0
Male,21,Less than 25,African-American,9,0,-1,2013-03-03 4:32,2013-03-04 7:27,M,1,9,High,1
Male,26,25 - 45,African-American,8,1,-1,2014-07-14 6:15,2014-07-16 2:43,M,1,8,High,1
Male,38,25 - 45,Hispanic,1,3,23,2013-07-03 3:38,2013-07-05 1:58,F,1,1,Low,1
Male,34,25 - 45,Caucasian,4,5,-1,2014-01-19 3:20,2014-01-20 7:58,M,0,4,Low,0
Male,19,Less than 25,African-American,5,1,-48,2014-10-24 9:01,2014-12-11 10:38,F,1,5,Medium,1
Male,34,25 - 45,African-American,4,5,-1,2013-12-03 9:45,2013-12-04 8:51,M,0,4,Low,0
Male,23,Less than 25,Caucasian,5,0,0,2014-02-27 12:30,2014-02-28 4:08,F,1,5,Medium,1
Male,34,25 - 45,African-American,4,5,-1,2013-01-30 11:54,2013-02-02 7:32,F,1,4,Low,1
Male,30,25 - 45,African-American,1,2,-83,2013-08-03 2:56,2013-10-25 10:49,F,0,1,Low,0
Male,39,25 - 45,African-American,3,6,-1,2013-11-04 6:35,2013-11-07 3:15,F,1,3,Low,1
Male,24,Less than 25,Other,3,0,-1,2013-04-08 8:55,2013-04-09 10:21,F,0,3,Low,0
Male,33,25 - 45,Caucasian,3,1,-93,2014-03-29 7:09,2014-03-29 9:12,M,1,3,Low,1
Male,58,Greater than 45,Caucasian,3,2,-1,2013-02-22 7:47,2013-02-24 2:27,F,0,3,Low,0
Female,21,Less than 25,African-American,6,0,0,2013-01-01 4:17,2013-01-02 1:14,M,0,6,Medium,0
Male,21,Less than 25,African-American,5,1,-36,2013-07-04 7:01,2013-08-09 11:23,F,1,5,Medium,0
Male,23,Less than 25,African-American,8,4,-11,2013-11-25 6:26,2013-12-06 10:30,M,1,8,High,1
Male,62,Greater than 45,Caucasian,1,0,0,2013-01-05 4:35,2013-01-07 3:18,F,0,1,Low,0
Male,27,25 - 45,African-American,8,4,300,2014-02-18 6:54,2014-02-19 1:53,M,1,8,High,1
Male,37,25 - 45,Caucasian,3,5,-1,2013-12-01 4:23,2013-12-12 3:25,F,0,3,Low,0
Male,43,25 - 45,Other,2,2,-1,2013-08-15 6:13,2013-08-23 3:50,F,1,2,Low,1
Female,32,25 - 45,African-American,1,5,0,2013-12-01 12:02,2013-12-01 9:53,F,0,1,Low,0
Male,23,Less than 25,Hispanic,3,0,-1,2013-12-30 11:58,2014-02-14 10:05,F,0,3,Low,0
Male,27,25 - 45,African-American,1,0,0,2013-04-08 12:40,2013-04-09 7:53,M,0,1,Low,0
Male,44,25 - 45,Caucasian,1,0,-1,2014-01-01 4:24,2014-01-02 9:45,M,1,1,Low,1
Male,28,25 - 45,Caucasian,3,3,-1,2013-02-17 1:53,2013-02-18 1:13,M,1,3,Low,1
Female,42,25 - 45,Caucasian,2,0,-3,2013-05-25 4:27,2013-05-26 7:10,F,0,2,Low,0
Male,24,Less than 25,Other,10,9,-1,2013-03-15 12:03,2013-03-20 2:58,F,1,10,High,1
Male,27,25 - 45,African-American,2,0,0,2014-01-14 3:37,2014-01-31 9:03,F,0,2,Low,0
Male,20,Less than 25,African-American,10,0,-1,2014-08-18 5:35,2014-08-19 1:42,F,1,10,High,1
Female,51,Greater than 45,Caucasian,1,0,0,2014-03-22 2:29,2014-03-23 9:07,M,0,1,Low,0
Male,56,Greater than 45,Caucasian,1,0,0,2013-12-11 3:02,2013-12-12 8:42,M,0,1,Low,0
Male,29,25 - 45,African-American,9,7,-1,2013-04-24 5:02,2013-04-25 9:15,F,0,9,High,0
Male,20,Less than 25,African-American,9,0,-1,2014-01-10 7:41,2014-08-08 5:21,F,1,9,High,1
Male,53,Greater than 45,Caucasian,1,6,-176,2013-04-10 3:34,2013-10-01 5:23,F,0,1,Low,0
Male,27,25 - 45,Caucasian,5,8,-1,2013-02-21 7:20,2013-04-30 10:43,F,0,5,Medium,0
Male,24,Less than 25,African-American,9,2,-1,2013-03-25 2:04,2013-04-13 5:00,F,1,9,High,1
Male,53,Greater than 45,Caucasian,6,36,-7,2014-12-04 8:28,2015-01-06 8:20,F,1,6,Medium,1
Male,28,25 - 45,Caucasian,3,2,0,2013-10-04 1:55,2013-10-05 7:07,M,1,3,Low,1
Male,45,Greater than 45,African-American,1,1,,,,F,0,1,Low,0
Male,21,Less than 25,Hispanic,5,3,-22,2013-07-11 4:30,2013-08-02 6:07,F,1,5,Medium,0
Female,36,25 - 45,African-American,7,0,-1,2013-05-05 8:31,2013-05-17 8:35,F,0,7,Medium,0
Female,25,25 - 45,Caucasian,4,2,-2,2013-01-09 8:33,2013-01-10 9:40,M,1,4,Low,1
Female,23,Less than 25,Hispanic,3,1,0,2013-04-04 1:13,2013-04-04 11:28,M,1,3,Low,0
Male,28,25 - 45,Caucasian,5,1,-4,2014-02-27 4:28,2014-02-28 8:49,F,0,5,Medium,0
Female,21,Less than 25,African-American,8,0,-1,2013-04-24 4:54,2013-04-25 9:10,F,1,8,High,1
Male,36,25 - 45,Caucasian,3,0,-1,2013-12-22 8:25,2013-12-23 1:09,M,0,3,Low,0
Male,24,Less than 25,African-American,3,0,-1,2014-03-12 7:36,2014-03-13 1:26,F,0,3,Low,0
Male,28,25 - 45,African-American,6,3,206,2014-03-31 9:18,2014-05-02 9:40,F,1,6,Medium,1
Male,30,25 - 45,Other,2,1,-1,2014-01-23 10:49,2014-01-24 1:36,F,1,2,Low,1
Male,29,25 - 45,African-American,1,0,-1,2014-03-01 2:42,2014-03-02 8:38,F,0,1,Low,0
Female,30,25 - 45,Caucasian,6,0,0,2013-03-22 12:02,2013-03-26 9:46,M,0,6,Medium,0
Male,51,Greater than 45,Hispanic,1,1,-1,2013-12-26 4:15,2013-12-27 7:50,M,0,1,Low,0
Male,33,25 - 45,Other,1,3,-94,2013-09-02 3:40,2013-09-05 4:28,F,0,1,Low,0
Female,25,25 - 45,African-American,6,2,-86,2013-09-23 8:31,2013-09-25 7:03,F,0,6,Medium,0
Male,32,25 - 45,African-American,9,12,-1,2013-02-15 12:13,2013-02-17 1:27,F,1,9,High,1
Male,23,Less than 25,African-American,6,1,0,2014-01-31 1:04,2014-02-01 3:16,F,0,6,Medium,0
Male,47,Greater than 45,African-American,3,3,0,2013-03-25 3:26,2013-03-25 7:55,F,0,3,Low,0
Female,32,25 - 45,Hispanic,3,1,-80,2013-07-08 9:28,2013-07-10 10:28,F,1,3,Low,1
Male,37,25 - 45,Caucasian,1,0,-1,2014-02-24 5:11,2014-03-15 5:53,F,0,1,Low,0
Male,19,Less than 25,African-American,10,2,-1,2014-09-12 6:18,2014-09-13 10:54,F,1,10,High,1
Male,27,25 - 45,Hispanic,8,0,-1,2014-01-31 2:14,2014-02-02 4:25,M,0,8,High,0
Male,39,25 - 45,Other,1,0,-1,2013-11-26 6:08,2013-11-27 2:09,M,0,1,Low,0
Female,21,Less than 25,Caucasian,6,0,0,2013-02-21 5:16,2013-02-21 9:22,F,0,6,Medium,0
Male,69,Greater than 45,Caucasian,1,0,-1,2013-01-30 8:36,2013-01-31 7:20,M,0,1,Low,0
Male,21,Less than 25,Caucasian,6,2,-1,2013-11-06 7:01,2013-11-08 9:11,F,0,6,Medium,0
Male,26,25 - 45,African-American,10,6,0,2013-10-07 12:35,2013-10-11 6:19,M,1,10,High,1
Male,22,Less than 25,Caucasian,4,0,-2,2013-12-07 1:04,2013-12-07 2:19,F,0,4,Low,0
Female,23,Less than 25,African-American,5,0,-1,2013-04-23 9:37,2013-04-24 1:57,F,1,5,Medium,1
Male,49,Greater than 45,African-American,5,3,0,2013-10-15 12:10,2013-10-19 5:47,F,0,5,Medium,0
Male,29,25 - 45,African-American,4,2,-1,2013-01-29 11:52,2013-03-21 7:00,M,1,4,Low,0
Female,60,Greater than 45,Caucasian,1,0,-1,2013-10-13 5:34,2013-10-14 2:36,M,0,1,Low,0
Female,26,25 - 45,African-American,10,0,,,,M,0,10,High,0
Male,23,Less than 25,African-American,10,3,0,2013-05-06 2:04,2013-05-06 8:01,F,1,10,High,1
Male,34,25 - 45,Hispanic,5,2,47,2014-05-22 9:37,2014-12-16 6:22,M,1,5,Medium,1
Female,20,Less than 25,Other,4,1,-21,2013-02-19 8:48,2013-02-22 7:41,F,0,4,Low,0
Male,36,25 - 45,Hispanic,3,1,0,2013-04-22 2:33,2013-07-26 5:05,F,0,3,Low,0
Male,30,25 - 45,Caucasian,4,0,0,2013-05-04 12:45,2013-05-06 8:53,F,0,4,Low,0
Male,21,Less than 25,African-American,3,1,-1,2013-06-16 12:36,2013-06-16 7:01,F,1,3,Low,0
Male,22,Less than 25,Caucasian,6,2,-1,2013-09-08 11:40,2013-09-09 7:52,M,1,6,Medium,1
Male,57,Greater than 45,African-American,8,18,,,,F,0,8,High,0
Male,21,Less than 25,African-American,9,4,-1,2013-10-21 6:36,2014-05-29 4:43,F,1,9,High,1
Male,21,Less than 25,African-American,5,0,-1,2014-10-08 5:30,2014-10-20 9:06,F,1,5,Medium,1
Male,34,25 - 45,Caucasian,1,1,0,2014-02-04 3:26,2014-02-04 8:29,M,0,1,Low,0
Female,50,Greater than 45,Caucasian,1,1,-1,2014-04-07 11:40,2014-04-08 9:22,M,1,1,Low,1
Male,40,25 - 45,Caucasian,7,0,-1,2014-03-29 1:49,2014-04-06 8:39,F,1,7,Medium,1
Male,25,25 - 45,African-American,8,7,-1,2014-02-24 4:26,2014-07-01 9:26,F,1,8,High,1
Female,53,Greater than 45,Caucasian,1,1,-1,2013-12-21 5:26,2013-12-22 1:41,M,0,1,Low,0
Female,24,Less than 25,African-American,4,0,-1,2013-12-13 3:13,2013-12-14 7:19,F,0,4,Low,0
Male,42,25 - 45,African-American,1,1,-12,2013-05-31 4:44,2013-06-04 10:17,F,0,1,Low,0
Male,28,25 - 45,African-American,3,1,-1,2013-04-02 12:18,2013-04-04 7:54,M,0,3,Low,0
Male,24,Less than 25,Caucasian,4,1,-36,2014-01-23 1:33,2014-02-28 11:14,M,0,4,Low,0
Male,26,25 - 45,African-American,8,6,-1,2013-04-22 7:13,2013-04-23 7:33,F,1,8,High,1
Male,22,Less than 25,African-American,9,4,-1,2013-02-04 2:09,2013-10-22 6:51,F,1,9,High,1
Male,21,Less than 25,Caucasian,7,3,-8,2013-08-04 3:23,2013-08-10 1:02,M,0,7,Medium,0
Male,37,25 - 45,African-American,9,23,-1,2013-03-16 6:38,2013-04-02 12:59,F,1,9,High,1
Male,35,25 - 45,African-American,5,2,-1,2013-05-15 4:19,2013-05-20 9:26,F,0,5,Medium,0
Male,53,Greater than 45,African-American,1,2,-1,2013-08-06 7:34,2013-08-07 1:05,F,0,1,Low,0
Male,60,Greater than 45,African-American,1,1,,,,F,0,1,Low,0
Male,29,25 - 45,African-American,4,7,-1,2013-08-15 4:47,2013-08-16 10:21,F,1,4,Low,0
Male,48,Greater than 45,Caucasian,8,23,-1,2013-02-08 7:54,2014-02-04 6:26,F,1,8,High,1
Female,52,Greater than 45,Caucasian,1,0,0,2013-03-25 4:21,2013-03-25 8:42,M,0,1,Low,0
Male,27,25 - 45,African-American,8,12,-1,2013-04-15 5:42,2013-05-17 4:23,F,1,8,High,1
Male,28,25 - 45,African-American,9,5,0,2013-02-13 2:14,2013-04-05 8:12,F,1,9,High,0
Male,33,25 - 45,Caucasian,3,3,0,2013-12-22 1:14,2013-12-22 7:48,M,0,3,Low,0
Female,28,25 - 45,Hispanic,2,0,-1,2013-04-04 3:19,2013-04-06 12:28,F,0,2,Low,0
Male,47,Greater than 45,Caucasian,10,5,-312,2013-06-30 8:26,2014-04-17 10:54,F,1,10,High,1
Male,36,25 - 45,African-American,7,14,-1,2013-01-31 10:14,2013-02-01 8:48,F,1,7,Medium,1
Male,29,25 - 45,African-American,5,2,-1,2013-04-04 11:24,2013-04-06 8:01,F,0,5,Medium,0
Male,22,Less than 25,African-American,9,0,0,2013-01-01 1:31,2013-01-22 9:01,M,1,9,High,1
Male,26,25 - 45,African-American,7,6,-34,2013-02-21 1:31,2013-02-21 7:44,F,0,7,Medium,0
Male,25,25 - 45,Caucasian,2,0,0,2013-03-27 2:09,2013-03-27 6:55,F,0,2,Low,0
Male,68,Greater than 45,Caucasian,1,2,-150,2013-05-11 7:27,2013-05-12 2:24,F,0,1,Low,0
Male,56,Greater than 45,African-American,3,5,-1,2013-01-03 5:51,2013-01-15 7:43,F,0,3,Low,0
Male,27,25 - 45,African-American,8,9,-1,2013-09-03 3:15,2013-10-25 6:07,F,1,8,High,1
Male,52,Greater than 45,Caucasian,1,4,-1,2014-05-28 4:41,2014-06-04 5:26,F,1,1,Low,1
Male,32,25 - 45,African-American,2,3,0,2013-02-07 2:19,2013-02-08 5:35,F,0,2,Low,0
Male,60,Greater than 45,Other,1,4,-1,2013-11-25 5:03,2013-11-26 8:38,F,0,1,Low,0
Male,23,Less than 25,Hispanic,3,1,-5,2013-04-24 7:55,2013-04-29 12:20,M,0,3,Low,0
Female,39,25 - 45,Caucasian,6,0,-2,2013-06-18 7:12,2013-06-19 6:12,M,0,6,Medium,0
Male,56,Greater than 45,Caucasian,1,0,-1,2013-10-18 8:52,2013-10-19 8:16,M,0,1,Low,0
Female,22,Less than 25,African-American,7,0,0,2013-08-24 2:29,2013-08-24 8:38,F,0,7,Medium,0
Female,27,25 - 45,African-American,2,1,-31,2013-07-20 10:54,2013-07-21 5:31,F,1,2,Low,1
Male,53,Greater than 45,African-American,6,11,-1,2013-04-18 8:45,2013-08-06 9:11,F,0,6,Medium,0
Male,25,25 - 45,Caucasian,2,0,0,2014-07-31 3:49,2014-07-31 8:39,M,1,2,Low,1
Male,21,Less than 25,Hispanic,3,0,0,2013-10-28 3:10,2013-10-28 7:42,M,0,3,Low,0
Male,22,Less than 25,Caucasian,3,0,-1,2014-02-08 9:30,2014-02-10 8:41,F,0,3,Low,0
Female,58,Greater than 45,Caucasian,1,2,-23,2013-04-06 8:22,2013-04-07 12:56,M,0,1,Low,0
Male,31,25 - 45,African-American,3,7,0,2014-01-26 1:17,2014-01-27 3:11,M,1,3,Low,1
Male,22,Less than 25,Caucasian,5,1,-1,2013-06-25 11:20,2013-06-26 1:21,F,1,5,Medium,1
Male,28,25 - 45,African-American,6,8,-1,2013-01-09 1:31,2013-01-12 12:38,F,1,6,Medium,1
Male,42,25 - 45,Other,1,1,-1,2013-09-14 6:17,2013-09-16 7:28,F,0,1,Low,0
Male,20,Less than 25,African-American,7,0,0,2013-08-11 10:00,2013-08-12 7:46,F,1,7,Medium,1
Male,29,25 - 45,Caucasian,6,0,0,2014-11-03 2:36,2014-11-08 12:48,M,1,6,Medium,1
Male,29,25 - 45,African-American,10,8,178,2014-05-29 12:37,2014-08-25 3:36,F,0,10,High,0
Male,58,Greater than 45,African-American,7,21,-1,2013-01-19 4:12,2013-03-19 6:59,M,1,7,Medium,1
Male,22,Less than 25,African-American,7,3,-1,2013-02-13 5:57,2013-05-30 9:53,F,0,7,Medium,0
Male,48,Greater than 45,Hispanic,1,1,0,2013-12-10 3:46,2013-12-11 3:41,M,1,1,Low,1
Male,37,25 - 45,Caucasian,4,0,0,2013-01-18 5:11,2013-01-18 8:38,F,0,4,Low,0
Male,57,Greater than 45,African-American,5,1,-1,2014-11-20 7:13,2014-12-16 2:02,F,1,5,Medium,1
Male,27,25 - 45,Caucasian,1,3,-22,2013-07-28 2:14,2013-07-28 2:01,M,0,1,Low,0
Male,26,25 - 45,African-American,4,3,0,2013-04-12 6:16,2013-05-15 7:34,F,0,4,Low,0
Male,24,Less than 25,Caucasian,8,3,0,2013-11-13 3:26,2013-11-13 8:24,F,1,8,High,1
Male,33,25 - 45,Caucasian,1,0,-1,2013-12-08 2:41,2013-12-09 8:36,F,0,1,Low,0
Male,29,25 - 45,African-American,6,2,-1,2013-01-06 10:04,2013-01-07 9:20,F,0,6,Medium,0
Female,24,Less than 25,African-American,10,3,-1,2014-01-18 8:34,2014-01-19 8:44,F,1,10,High,1
Male,19,Less than 25,Caucasian,10,1,-1,2014-07-27 4:46,2014-08-28 5:30,F,1,10,High,1
Male,36,25 - 45,Caucasian,1,2,-1,2013-10-14 7:59,2013-10-15 7:40,M,0,1,Low,0
Female,24,Less than 25,Caucasian,5,0,0,2013-04-26 2:32,2013-04-26 8:01,F,0,5,Medium,0
Male,34,25 - 45,Caucasian,1,0,0,2013-05-13 6:00,2013-05-13 7:26,M,0,1,Low,0
Male,25,25 - 45,Hispanic,5,2,-1,2013-03-11 8:47,2013-03-12 1:01,F,1,5,Medium,1
Male,20,Less than 25,African-American,10,1,-1,2014-03-04 8:07,2014-03-05 8:09,F,1,10,High,1
Male,28,25 - 45,Hispanic,5,2,-263,2013-12-19 10:00,2013-12-20 12:55,M,1,5,Medium,1
Male,24,Less than 25,African-American,2,1,-1,2013-09-23 10:13,2013-09-25 9:17,M,1,2,Low,1
Male,61,Greater than 45,Caucasian,1,4,-1,2013-01-21 8:12,2013-01-23 2:40,F,0,1,Low,0
Female,50,Greater than 45,African-American,2,3,0,2014-03-05 12:31,2014-03-05 8:38,F,0,2,Low,0
Male,30,25 - 45,African-American,1,1,0,2013-03-19 1:34,2013-03-23 12:51,M,0,1,Low,0
Male,38,25 - 45,African-American,3,5,-1,2013-11-29 7:00,2013-11-30 12:28,F,0,3,Low,0
Male,24,Less than 25,Caucasian,1,0,-1,2013-12-12 9:51,2013-12-13 1:45,M,0,1,Low,0
Male,45,Greater than 45,African-American,2,16,-83,2013-07-11 11:35,2013-09-14 3:05,F,0,2,Low,0
Female,46,Greater than 45,African-American,10,2,-1,2014-10-26 11:14,2014-11-05 4:22,F,1,10,High,1
Male,41,25 - 45,Caucasian,1,0,-1,2013-09-11 6:01,2013-09-15 2:36,M,1,1,Low,1
Male,20,Less than 25,Other,8,0,-1,2014-10-29 3:32,2014-11-20 8:32,F,1,8,High,1
Male,27,25 - 45,African-American,8,13,-1,2013-04-16 7:03,2013-04-17 10:30,M,1,8,High,1
Female,51,Greater than 45,African-American,8,16,-122,2013-04-07 10:07,2013-06-12 10:56,F,0,8,High,0
Male,26,25 - 45,African-American,6,1,-1,2013-10-15 7:08,2013-10-28 8:48,M,1,6,Medium,1
Male,29,25 - 45,African-American,5,3,0,2014-10-30 2:21,2014-10-31 4:43,F,1,5,Medium,1
Male,52,Greater than 45,Caucasian,5,6,-1,2013-10-24 7:05,2013-10-26 2:35,F,1,5,Medium,1
Male,28,25 - 45,Caucasian,4,1,0,2014-02-16 12:19,2014-02-20 12:30,F,1,4,Low,1
Female,34,25 - 45,Native American,7,4,-152,2013-08-14 3:52,2013-11-19 4:05,F,1,7,Medium,1
Male,55,Greater than 45,African-American,3,5,-1,2014-11-11 12:52,2015-03-10 12:38,F,1,3,Low,1
Male,26,25 - 45,African-American,9,10,-1,2013-03-04 11:33,2013-03-05 4:54,F,1,9,High,1
Male,28,25 - 45,African-American,10,5,-1,2013-09-10 4:03,2013-09-11 8:05,F,0,10,High,0
Male,63,Greater than 45,Caucasian,1,2,-3,2013-12-09 8:43,2013-12-12 10:30,F,0,1,Low,0
Male,42,25 - 45,African-American,1,0,0,2013-04-17 3:45,2013-04-18 5:26,F,0,1,Low,0
Male,23,Less than 25,African-American,6,6,-1,2013-04-19 4:56,2013-04-20 1:49,F,1,6,Medium,0
Male,54,Greater than 45,African-American,9,28,-1,2014-06-28 10:26,2014-07-04 4:50,F,1,9,High,1
Male,35,25 - 45,African-American,7,8,-1,2014-10-14 3:55,2014-10-24 9:06,F,1,7,Medium,1
Female,24,Less than 25,African-American,9,6,-1,2014-07-12 6:31,2014-08-07 8:23,F,1,9,High,1
Male,54,Greater than 45,African-American,1,2,-26,2013-12-21 5:27,2013-12-22 1:10,M,0,1,Low,0
Male,58,Greater than 45,African-American,6,12,-1,2013-11-23 8:54,2013-11-27 8:50,M,1,6,Medium,1
Male,23,Less than 25,Caucasian,5,1,0,2014-12-15 1:06,2014-12-15 7:32,M,1,5,Medium,1
Male,35,25 - 45,African-American,2,1,-1,2014-03-09 10:01,2014-03-10 9:42,M,0,2,Low,0
Male,20,Less than 25,African-American,10,1,0,2013-11-19 2:33,2013-11-21 3:37,F,1,10,High,1
Male,51,Greater than 45,Caucasian,1,0,0,2013-02-04 2:44,2013-03-11 9:01,F,0,1,Low,0
Male,24,Less than 25,Hispanic,10,0,0,2013-04-27 2:50,2013-04-28 3:43,F,0,10,High,0
Male,37,25 - 45,Caucasian,2,3,-14,2013-05-16 8:42,2013-05-23 6:52,F,0,2,Low,0
Male,47,Greater than 45,Caucasian,1,3,-1,2014-02-25 11:20,2014-02-26 9:34,F,0,1,Low,0
Male,34,25 - 45,Caucasian,6,4,-1,2014-12-23 8:14,2014-12-24 8:59,F,1,6,Medium,1
Male,56,Greater than 45,Caucasian,1,0,-2,2013-09-01 11:41,2013-09-02 8:47,F,0,1,Low,0
Male,34,25 - 45,Hispanic,1,4,-1,2013-12-22 11:14,2014-01-23 5:54,F,1,1,Low,1
Male,59,Greater than 45,Caucasian,1,1,-2,2013-02-23 1:07,2013-02-23 9:07,F,1,1,Low,1
Male,35,25 - 45,Asian,6,0,-1,2013-05-15 3:27,2013-08-24 5:06,F,0,6,Medium,0
Male,58,Greater than 45,Hispanic,1,1,-11,2013-01-27 7:57,2013-02-06 10:02,F,0,1,Low,0
Male,29,25 - 45,Hispanic,4,2,-26,2013-01-11 6:07,2013-01-12 4:14,M,0,4,Low,0
Female,24,Less than 25,Caucasian,9,6,0,2014-04-16 2:28,2014-04-19 11:22,F,1,9,High,1
Male,21,Less than 25,Caucasian,9,2,-1,2013-11-05 11:10,2013-11-14 1:27,M,1,9,High,1
Male,26,25 - 45,African-American,9,2,,,,M,0,9,High,0
Male,50,Greater than 45,Asian,7,5,0,2014-11-21 2:03,2014-12-02 8:28,F,1,7,Medium,1
Male,26,25 - 45,African-American,2,1,-1,2013-02-12 3:08,2013-02-13 8:21,F,0,2,Low,0
Female,30,25 - 45,Caucasian,2,0,-1,2013-09-05 10:47,2013-09-06 11:08,M,0,2,Low,0
Male,29,25 - 45,Caucasian,9,6,-43,2013-08-19 1:15,2013-09-06 8:35,F,1,9,High,1
Male,29,25 - 45,Caucasian,4,0,0,2014-03-26 12:14,2014-03-27 12:18,M,1,4,Low,1
Male,54,Greater than 45,African-American,1,0,-1,2013-02-17 3:23,2013-02-18 6:40,M,0,1,Low,0
Male,29,25 - 45,African-American,4,4,-1,2013-11-12 1:08,2013-11-20 6:26,F,1,4,Low,1
Female,59,Greater than 45,Caucasian,1,0,-2,2013-10-09 9:01,2013-10-10 7:57,M,0,1,Low,0
Male,38,25 - 45,African-American,5,0,0,2013-03-27 1:50,2013-03-28 8:18,F,0,5,Medium,0
Female,22,Less than 25,Hispanic,5,2,49,2013-10-30 1:49,2013-11-18 1:00,F,1,5,Medium,1
Male,29,25 - 45,African-American,7,4,-53,2014-08-03 9:45,2014-08-29 7:47,F,1,7,Medium,1
Male,27,25 - 45,Caucasian,3,1,-1,2013-02-20 9:27,2013-02-21 12:19,M,1,3,Low,1
Male,26,25 - 45,Hispanic,5,7,-1,2014-05-17 7:40,2014-05-18 9:31,F,1,5,Medium,1
Male,52,Greater than 45,Hispanic,3,20,-1,2013-04-20 10:15,2013-05-18 7:59,F,0,3,Low,0
